,symbol,profile
description,FLQE,"The investment seeks to provide investment results that closely correspond, before fees and expenses, to the performance of the LibertyQ Emerging Markets Index.
 The fund invests at least 80% of its assets in the component securities of the index and in depositary receipts representing such securities. The index seeks to achieve a lower level of risk and higher risk-adjusted performance than the MSCI Emerging Markets Index over the long term by applying a multi-factor selection process."
exchange,FLQE,NYSE Arca
industry,FLQE,
sector,FLQE,
website,FLQE,http://etf.franklintempleton.com
ceo,FLTB,
companyName,FLTB,Fidelity Limited Term Bond
description,FLTB,"The investment seeks to provide a high rate of income.
 The fund normally invests at least 80% of assets in investment-grade debt securities (those of medium and high quality) of all types and repurchase agreements for those securities. It is managed to have similar overall interest rate risk to the Fidelity Limited Term Composite Index. Normally, the fund maintains a dollar-weighted average maturity between two and five years."
exchange,FLTB,NYSE Arca
industry,FLTB,
sector,FLTB,
website,FLTB,
ceo,FMAO,Paul S. Siebenmorgen
companyName,FMAO,Farmers & Merchants Bancorp Inc.
description,FMAO,"Farmers & Merchants Bancorp Inc is a bank holding company. It is involved in providing financial services through its bank, especially retail and corporate banking services. It derives its revenue from interests received on lending to retail markets."
exchange,FMAO,NASDAQ Capital Market
industry,FMAO,Banks
sector,FMAO,Financial Services
website,FMAO,https://www.fm.bank
ceo,FMNB,Kevin J. Helmick
companyName,FMNB,Farmers National Banc Corp.
description,FMNB,"Farmers National Banc Corp and its subsidiaries operate in the domestic banking, trust, retirement consulting, insurance and financial management industries. Its business consists of owning and supervising its subsidiaries."
exchange,FMNB,NASDAQ Capital Market
industry,FMNB,Banks
sector,FMNB,Financial Services
website,FMNB,https://www.farmersbankgroup.com
ceo,FNBG,Thomas C. Mcgraw
companyName,FNBG,FNB Bancorp
description,FNBG,"FNB Bancorp along with its subsidiary provides traditional banking services to individuals and businesses in its main service area, including business financial products with services such as courier, banking and business Internet banking."
exchange,FNBG,Nasdaq Global Select
industry,FNBG,Banks
sector,FNBG,Financial Services
website,FNBG,http://www.fnbnorcal.com
ceo,FNX,
companyName,FNX,First Trust Mid Cap Core AlphaDEX Fund
description,FNX,"The investment seeks investment results that correspond generally to the price and yield (before the fund's fees and expenses) of an equity index called the Nasdaq AlphaDEX® Mid Cap Core Index.
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in common stocks that comprise the index. The index is designed to select stocks from the NASDAQ US 600 Mid Cap Index (the ""base index"") that may generate positive alpha, or risk-adjusted returns, relative to traditional indices through the use of the AlphaDEX® selection methodology."
exchange,FNX,NASDAQ Global Market
industry,FNX,
sector,FNX,
website,FNX,http://www.ftportfolios.com
ceo,FNY,
companyName,FNY,First Trust Mid Cap Growth AlphaDEX Fund
description,FNY,"The investment seeks investment results that correspond generally to the price and yield (before the fund's fees and expenses) of an equity index called the Nasdaq AlphaDEX® Mid Cap Growth Index.
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in common stocks that comprise the index. The index is designed to select growth stocks from the NASDAQ US 600 Mid Cap Index (the ""base index"") that may generate positive alpha, or risk-adjusted returns, relative to traditional indices through the use of the AlphaDEX® selection methodology."
exchange,FNY,NASDAQ Global Market
industry,FNY,
sector,FNY,
website,FNY,http://www.ftportfolios.com
ceo,FRA,John M. Perlowski
companyName,FRA,Blackrock Floating Rate Income Strategies Fund Inc
description,FRA,"Blackrock Floating Rate Inc Stra Fd Inc investment objective is to provide shareholders with high current income & preservation of capital with investment in a diversified, leveraged portfolio consisting of floating rate debt securities and instruments."
exchange,FRA,New York Stock Exchange
industry,FRA,Asset Management
sector,FRA,Financial Services
website,FRA,http://www.blackrock.com
ceo,FSTR,Robert P. Bauer
companyName,FSTR,L.B. Foster Company
description,FSTR,"L.B. Foster Co manufactures, fabricates and distributes products and services for the rail, construction, energy and utility markets."
exchange,FSTR,Nasdaq Global Select
industry,FSTR,Transportation & Logistics
sector,FSTR,Industrials
website,FSTR,http://www.lbfoster.com
ceo,FT,
companyName,FT,Franklin Universal Trust
description,FT,"Franklin Universal Trust is a closed-end management investment company. The fund's primary investment objective is to provide high, current income consistent with preservation of capital."
exchange,FT,New York Stock Exchange
industry,FT,Asset Management
sector,FT,Financial Services
website,FT,http://www.franklintempleton.com
ceo,FTC,
companyName,FTC,First Trust Large Cap Growth AlphaDEX Fund
description,FTC,"The investment seeks investment results that correspond generally to the price and yield (before the fund's fees and expenses) of an equity index called the Nasdaq AlphaDEX® Large Cap Growth Index.
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in common stocks that comprise the index. The index is designed to select growth stocks from the NASDAQ US 500 Large Cap Index (the ""base index"") that may generate positive alpha, or risk-adjusted returns, relative to traditional indices through the use of the AlphaDEX® selection methodology."
exchange,FTC,NASDAQ Global Market
industry,FTC,
sector,FTC,
website,FTC,http://www.ftportfolios.com
ceo,FTEK,Vincent J. Arnone
companyName,FTEK,Fuel Tech Inc.
description,FTEK,"Fuel Tech Inc provides boiler optimization, efficiency improvement, air pollution reduction and similar services to utility and industrial customers worldwide. It also provides nitrogen oxide reduction techniques, and helps improve the combustion units."
exchange,FTEK,Nasdaq Global Select
industry,FTEK,Industrial Products
sector,FTEK,Industrials
website,FTEK,http://www.ftek.com
ceo,FTLS,
companyName,FTLS,First Trust Long/Short Equity
description,FTLS,"The investment seeks to provide investors with long-term total return.
 The fund pursues its investment objective by establishing long and short positions in a portfolio of U.S. exchange-listed equity securities and/or U.S. exchange-traded funds (""ETFs"") that provide exposure to such securities (collectively, ""Equity Securities""). Under normal circumstances, at least 80% of the fund's net assets (including investment borrowings) will be exposed to Equity Securities. The fund may invest up to 20% of its net assets (including investment borrowings) in U.S. exchange-listed equity index futures contracts."
exchange,FTLS,NYSE Arca
industry,FTLS,
sector,FTLS,
website,FTLS,http://www.ftportfolios.com
ceo,FXO,
companyName,FXO,First Trust Financials AlphaDEX
description,FXO,"The investment seeks investment results that correspond generally to the price and yield (before the fund's fees and expenses) of an equity index called the StrataQuant® Financials Index.
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in common stocks that comprise the index. The index is a modified equal-dollar weighted index designed by IDI to objectively identify and select stocks from the Russell 1000® Index in the financial services sector that may generate positive alpha relative to traditional passive-style indices through the use of the AlphaDEX® selection methodology."
exchange,FXO,NYSE Arca
industry,FXO,
sector,FXO,
website,FXO,http://www.ftportfolios.com
ceo,GAL,
companyName,GAL,SPDR SSgA Global Allocation
description,GAL,"The investment seeks to provide capital appreciation.
 The fund invests substantially all of its assets in the SSGA Global Allocation Portfolio (the ""Portfolio""), a separate series of the SSGA Master Trust with an identical investment objective as the fund. As a result, the fund invests indirectly through the Portfolio. The Portfolio typically allocates approximately 60% of its assets to equity securities, though this percentage can vary based on the Adviser's tactical decisions."
exchange,GAL,NYSE Arca
industry,GAL,
sector,GAL,
website,GAL,http://www.spdrs.com
ceo,GCOW,
companyName,GCOW,Pacer Global Cash Cows Dividend
description,GCOW,"The investment seeks to track the total return performance, before fees and expenses, of the Pacer Global Cash Cows Dividend Index.
 Under normal circumstances, the fund will invest at least 80% of its total assets (exclusive of collateral held from securities lending) in the components of the index and investments that have economic characteristics that are substantially identical to the economic characteristics of such component securities (e.g., depositary receipts). The index uses an objective, rules-based methodology to provide exposure to global companies with high dividend yields backed by a high free cash flow yield. The fund is non-diversified."
exchange,GCOW,BATS Exchange
industry,GCOW,
sector,GCOW,
website,GCOW,http://www.paceretfs.com
ceo,GDL,
companyName,GDL,GDL Fund The of Beneficial Interest
description,GDL,"GDL Fund is a non-diversified, closed-end management investment company. The Company's primary investment objective is to achieve absolute returns in various market conditions without excessive risk of capital."
exchange,GDL,New York Stock Exchange
industry,GDL,Asset Management
sector,GDL,Financial Services
website,GDL,http://www.gabelli.com
ceo,GEK,
companyName,GEK,General Electric Capital Corporation 4.70% Notes due May 16 2053
description,GEK,"General Electric Capital Corp provides financial products and services. Its operating segments include commercial lending and leasing, consumer, real estate, energy financial services and GE Capital Aviation services."
exchange,GEK,New York Stock Exchange
industry,GEK,Credit Services
sector,GEK,Financial Services
website,GEK,http://www.ge.com
ceo,GFA,Sandro Rogerio da Silva Gamba
companyName,GFA,Gafisa SA S.A. American Depositary Shares
description,GFA,Gafisa SA is one of the largest homebuilder in Brazil. The company is focused on upper and middle-income condos that are constructed mostly in the country's urban centers.
exchange,GFA,New York Stock Exchange
industry,GFA,Homebuilding & Construction
sector,GFA,Consumer Cyclical
website,GFA,http://www.gafisa.com.br
ceo,GGM,Donald C. Cacciapaglia
companyName,GGM,Guggenheim Credit Allocation Fund of Beneficial Interest
description,GGM,"Guggenheim Credit Allocation Fund is a diversified, closed-end management investment company. The Fund's investment objective is to seek total return through a combination of current income and capital appreciation."
exchange,GGM,New York Stock Exchange
industry,GGM,Asset Management
sector,GGM,Financial Services
website,GGM,https://www.guggenheiminvestments.com
ceo,GGT,
companyName,GGT,Gabelli Multi-Media Trust Inc. (The)
description,GGT,"Gabelli Multimedia Trust Inc is a closed-end, non-diversified management investment company seeking investment interest in long-term growth presented in the telecommunications, media, publishing and entertainment industries."
exchange,GGT,New York Stock Exchange
industry,GGT,Asset Management
sector,GGT,Financial Services
website,GGT,http://www.gabelli.com
ceo,GII,
companyName,GII,SPDR S&P Global Infrastructure
description,GII,"The investment seeks investment results that, before fees and expenses, correspond generally to the total return performance of the S&P Global Infrastructure Index.
 The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index and in depositary receipts based on securities comprising the index. The index is comprised of 75 of the largest publicly listed infrastructure companies that meet specific investability requirements. The fund is non-diversified."
exchange,GII,NYSE Arca
industry,GII,
sector,GII,
website,GII,http://www.spdrs.com
ceo,GLQ,Edmund J. Burke
companyName,GLQ,Clough Global Equity Fund of Beneficial Interest
description,GLQ,Clough Global Equity Fund is a closed-end management investment company. Its investment objective is to provide a high level of total return.
exchange,GLQ,NYSE American
industry,GLQ,Asset Management
sector,GLQ,Financial Services
website,GLQ,http://www.cloughglobal.com
ceo,GLTR,
companyName,GLTR,ETFS Physical Precious Metal Basket Shares
description,GLTR,"The investment objective of the Trust is for the Shares to reflect the performance of the price of physical gold, silver, platinum and palladium in the proportions held by the Trust, less the expenses of the Trust¿s operations. 
 The Shares are designed for investors who want a cost-effective and convenient way to invest in a basket of Bullion with minimal credit risk."
exchange,GLTR,NYSE Arca
industry,GLTR,
sector,GLTR,
website,GLTR,http://www.etfsecurities.com/
ceo,GNE,Michael M Stein
companyName,GNE,Genie Energy Ltd. Class B Stock
description,GNE,Genie Energy Ltd through its subsidiaries resells electricity and natural gas to residential and small business customers operating in the Mid-Atlantic and Midwestern United States. It also provides brokerage and advisory services to commercial customers.
exchange,GNE,New York Stock Exchange
industry,GNE,Oil & Gas - E&P
sector,GNE,Energy
website,GNE,http://www.genie.com
ceo,GSBD,Brendan McGovern
companyName,GSBD,Goldman Sachs BDC Inc.
description,GSBD,"Goldman Sachs BDC Inc is a closed-end management investment company focused on lending to middle-market companies. Its objective is to generate current income, capital appreciation through direct originations of secured debt and second lien debt."
exchange,GSBD,New York Stock Exchange
industry,GSBD,Banks
sector,GSBD,Financial Services
website,GSBD,https://www.goldmansachsbdc.com
ceo,GURE,Xiaobin Liu
companyName,GURE,Gulf Resources Inc.
description,GURE,"Gulf Resources Inc manufactures and trades bromine and crude salt, and manufactures and sells chemical products used in oil and gas field exploration, oil and gas distribution, oil field drilling, wastewater processing, papermaking chemical agents."
exchange,GURE,Nasdaq Global Select
industry,GURE,Chemicals
sector,GURE,Basic Materials
website,GURE,http://www.gulfresourcesinc.com
ceo,GVAL,
companyName,GVAL,Cambria Global Value
description,GVAL,"The investment seeks investment results that correspond (before fees and expenses) generally to the price and yield performance of its underlying index, the Cambria Global Value Index (the ""underlying index"").
 Under normal market conditions, the fund will invest at least 80% of its total assets in the components of the underlying index and in depositary receipts representing components of the underlying index. The underlying index is comprised of equity securities of issuers located in developed and emerging countries, as well as exchange-traded funds composed of issuers located in such countries."
exchange,GVAL,NYSE Arca
industry,GVAL,
sector,GVAL,
website,GVAL,http://www.cambriafunds.com
ceo,GXF,
companyName,GXF,Global X FTSE Nordic Region
description,GXF,"The investment seeks investment results that correspond generally to the price and yield performance, before fees and expenses, of the FTSE Nordic 30 Index.
 The fund invests at least 80% of its total assets in the securities of the underlying index and in American Depositary Receipts (""ADRs"") and Global Depositary Receipts (""GDRs"") based on the securities in the underlying index. The underlying index is designed to reflect the equity market performance of companies in Sweden, Denmark, Norway and Finland. The fund is non-diversified."
exchange,GXF,NYSE Arca
industry,GXF,
sector,GXF,
website,GXF,http://www.globalxfunds.com
ceo,HALL,Naveen Anand
companyName,HALL,Hallmark Financial Services Inc.
description,HALL,"Hallmark Financial Services Inc is an insurance holding company, which is engaged in the sale of property/casualty insurance products to businesses and individuals."
exchange,HALL,NASDAQ Global Market
industry,HALL,Insurance - Property & Casualty
sector,HALL,Financial Services
website,HALL,http://www.hallmarkgrp.com
ceo,HESM,
companyName,HESM,Hess Midstream Partners LP Representing Limited Partner Interests
description,HESM,"Hess Midstream Partners LP owns, operates, develops and acquires a diverse set of midstream assets to provide services to Hess and third-party customers. Its segments are Gathering, Processing and Storage and Terminaling and Export."
exchange,HESM,New York Stock Exchange
industry,HESM,Oil & Gas - Midstream
sector,HESM,Energy
website,HESM,
ceo,HFBC,John E. Peck
companyName,HFBC,HopFed Bancorp Inc.
description,HFBC,HopFed Bancorp Inc serves as a savings and loan holding company. The Bank attracts deposits from the general public and investing such deposits in loans secured by single family residential real estate and investment securities.
exchange,HFBC,NASDAQ Global Market
industry,HFBC,Banks
sector,HFBC,Financial Services
website,HFBC,http://www.bankwithheritage.com
ceo,HIPS,
companyName,HIPS,GraniteShares HIPS US High Income
description,HIPS,"The investment seeks to track the performance, before fees and expenses, of the TFMS HIPS 300 Index.
 The fund employs a ""passive management""-or indexing-investment approach designed to track the performance of the index. The rules-based Index measures the performance of up to 300 high income U.S.-listed securities that typically have ""pass-through"" structures that require them to distribute substantially all of their earnings to shareholders as cash distributions. This ""high income, pass-through"" strategy is known as HIPS."
exchange,HIPS,NYSE Arca
industry,HIPS,
sector,HIPS,
website,HIPS,
ceo,HNW,Lisa Jones
companyName,HNW,Pioneer Diversified High Income Trust of Beneficial Interest
description,HNW,Pioneer Diversified High Income Trust is a closed-end investment fund in the United States. Its business involves investing primarily in high yield bonds to earn a high level of current income and capital appreciation.
exchange,HNW,NYSE American
industry,HNW,Asset Management
sector,HNW,Financial Services
website,HNW,http://us.pioneerinvestments.com
ceo,HPJ,Dang Yu Pan
companyName,HPJ,Highpower International Inc
description,HPJ,"Highpower International Inc is mainly involved in the production of lithium batteries, which are used for a variety of applications such as mobile devices and wireless communication products. It sells mainly in the Chinese market."
exchange,HPJ,NASDAQ Global Market
industry,HPJ,Computer Hardware
sector,HPJ,Technology
website,HPJ,http://www.highpowertech.com
ceo,HSGX,Adam Gridley
companyName,HSGX,Histogenics Corporation
description,HSGX,Histogenics Corp is a regenerative medicine company engaged in developing and commercializing products in the musculoskeletal segment of the marketplace.
exchange,HSGX,NASDAQ Capital Market
industry,HSGX,Biotechnology
sector,HSGX,Healthcare
website,HSGX,http://www.histogenics.com
ceo,HTD,
companyName,HTD,John Hancock Tax Advantaged Dividend Income Fund of Beneficial Interest
description,HTD,John Hancock Tax-advantaged Div Inc Fd is a closed end fund. Its objective is to provide a high level of current income and long-term capital appreciation.
exchange,HTD,New York Stock Exchange
industry,HTD,Asset Management
sector,HTD,Financial Services
website,HTD,http://www.jhinvestments.com
ceo,HUSE,
companyName,HUSE,US Market Rotation Strategy
description,HUSE,"The investment seeks capital appreciation.
 Under normal circumstances, at least 80% of the fund's net assets, plus any borrowings for investment purposes, will be invested in securities of U.S. companies or in other investment companies that principally invest in such securities. It will invest in companies within each of the large-cap, mid-cap and small-cap U.S. equity segments (each a ""Market Segment"")."
exchange,HUSE,NYSE Arca
industry,HUSE,
sector,HUSE,
website,HUSE,http://www.huntingtonstrategyshares.com
ceo,HUSV,
companyName,HUSV,First Trust Exchange-Traded Fund III Horizon Managed Volatility Domestic
description,HUSV,"The investment seeks to provide capital appreciation.
 The fund seeks to achieve its investment objective by investing at least 80% of its net assets in common stocks of domestic companies listed and traded on U.S. national securities exchanges that the sub-advisor believes exhibit low future expected volatility. To implement this strategy, the sub-advisor employs volatility forecasting models to forecast future expected volatility. The strategy is largely quantitative and rules-based, but also includes multiple parameters over which the sub-advisor may exercise discretion in connection with its active management of the fund. The fund is non-diversified."
exchange,HUSV,NYSE Arca
industry,HUSV,
sector,HUSV,
website,HUSV,http://www.ftportfolios.com
ceo,IAI,
companyName,IAI,iShares U.S. Broker-Dealers & Securities Exchanges
description,IAI,"The investment seeks to track the investment results of the Dow Jones U.S. Select Investment Services Index composed of U.S. equities in the investment services sector.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. The underlying index measures the performance of the investment services sector of the U.S. equity market. The fund may invest the remainder of its assets in certain futures, options and swap contracts, cash and cash equivalents. It is non-diversified."
exchange,IAI,NYSE Arca
industry,IAI,
sector,IAI,
website,IAI,http://www.ishares.com
ceo,IAK,
companyName,IAK,iShares U.S. Insurance
description,IAK,"The investment seeks to track the investment results of the Dow Jones U.S. Select Insurance Index composed of U.S. equities in the insurance sector.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. The underlying index measures the performance of the insurance sector of the U.S. equity market. The fund is non-diversified."
exchange,IAK,NYSE Arca
industry,IAK,
sector,IAK,
website,IAK,http://www.ishares.com
ceo,IAT,
companyName,IAT,iShares U.S. Regional Banks
description,IAT,"The investment seeks to track the investment results of the Dow Jones U.S. Select Regional Banks Index.
 The fund generally invests at least 90% of its assets in securities of the index and in depositary receipts representing securities of the index. The underlying index measures the performance of the regional bank sector of the U.S. equity market and is a subset of the Dow Jones U.S. Bank Index. The fund is non-diversified."
exchange,IAT,NYSE Arca
industry,IAT,
sector,IAT,
website,IAT,http://www.ishares.com
ceo,IBKCP,Daryl G. Byrd
companyName,IBKCP,IBERIABANK Corporation Depositary Shares Representing Series B Fixed to Floating
description,IBKCP,"IBERIABANK Corp provides commercial banking as well as financial services, including retail banking, private banking, and mortgages."
exchange,IBKCP,Nasdaq Global Select
industry,IBKCP,Banks
sector,IBKCP,Financial Services
website,IBKCP,http://www.iberiabank.com
ceo,IBMG,
companyName,IBMG,iShares iBonds Sep 2018 Term Muni Bond
description,IBMG,"The investment seeks to track the investment results of the S&P AMT-Free Municipal Series 2018 IndexTM (the ""underlying index""), which measures the performance of investment-grade, non-callable U.S. municipal bonds maturing in 2018.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index, and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents, as well as in securities not included in the underlying index, but which the advisor believes will help the fund track the underlying index."
exchange,IBMG,NYSE Arca
industry,IBMG,
sector,IBMG,
website,IBMG,http://www.ishares.com
ceo,ICAN,
companyName,ICAN,SerenityShares Impact
description,ICAN,"The investment seeks to track the total return performance, before fees and expenses, of the SSI Impact Index.
 Under normal circumstances, at least 80% of the fund's total assets (exclusive of any collateral held from securities lending) will be invested in the component securities of the index. The index is constructed using a rules-based methodology to create a diversified, investable, modified market capitalization weighted portfolio of U.S.-listed stocks or American Depositary Receipts (""ADRs"") of companies that generate revenues from products or services that address a variety of societal, social, and environmental challenges."
exchange,ICAN,NYSE Arca
industry,ICAN,
sector,ICAN,
website,ICAN,http://www.serenityshares.com/
ceo,ICOL,
companyName,ICOL,iShares Inc MSCI Colombia
description,ICOL,"The investment seeks to track the investment results of the MSCI All Colombia Capped Index composed of Colombian equities.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The index is designed to represent the performance of the broad Colombia equity universe. The fund is non-diversified."
exchange,ICOL,NYSE Arca
industry,ICOL,
sector,ICOL,
website,ICOL,http://www.ishares.com
ceo,IDHQ,
companyName,IDHQ,PowerShares S&P International Developed Quality Portfolio (S&P International Developed High Quality Ranking Index--index symbol SPIDHQR)
description,IDHQ,"The investment seeks to track the investment results (before fees and expenses) of the S&P Quality Developed ex-U.S. LargeMidCap Index (the ""underlying index"").
 The fund will invest at least 90% of its total assets in securities that comprise the underlying index. The index provider compiles, maintains and calculates the underlying index, which is constructed from constituents of the S&P Developed ex-U.S. LargeMidCap Index that the index provider identifies as being of the highest quality-that is, stocks of companies that seek to generate higher revenue and cash flow than their counterparts through prudent use of assets and finances."
exchange,IDHQ,NYSE Arca
industry,IDHQ,
sector,IDHQ,
website,IDHQ,http://www.invescopowershares.com
ceo,IEZ,
companyName,IEZ,iShares U.S. Oil Equipment & Services
description,IEZ,"The investment seeks to track the investment results of the Dow Jones U.S. Select Oil Equipment & Services Index.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. The underlying fund measures the performance of the oil equipment and services sector of the U.S. equity market and includes companies that are suppliers of equipment or services to oil fields and offshore platforms, such as drilling, exploration, seismic information services and platform construction. The fund is non-diversified."
exchange,IEZ,NYSE Arca
industry,IEZ,
sector,IEZ,
website,IEZ,http://www.ishares.com
ceo,IF,Christian Pittard
companyName,IF,Aberdeen Indonesia Fund Inc. (Common Stock
description,IF,"Aberdeen Indonesia Fund, Inc is a closed-end investment company. The fund seeks long-term capital appreciation as a primary objective and income as a secondary objective, by investing in Indonesian securities."
exchange,IF,NYSE American
industry,IF,Asset Management
sector,IF,Financial Services
website,IF,http://www.aberdeenif.com
ceo,IFLY,
companyName,IFLY,ETFMG Drone Economy Strategy
description,IFLY,"The investment seeks to provide investment results that, before fees and expenses, correspond generally to the price and yield performance of the Reality Shares Drone¿ Index.
 The index tracks the performance of the equity securities of companies across the globe and across a wide variety of industries that are actively involved in the development, research, or utilization of drones. The fund normally invests at least 80% of its total assets, exclusive of collateral held from securities lending, in securities, ADRs, or GDRs of Drone Economy Companies. It is non-diversified."
exchange,IFLY,NYSE Arca
industry,IFLY,
sector,IFLY,
website,IFLY,http://www.ise.com/
ceo,IIN,Mark S. Gorder
companyName,IIN,IntriCon Corporation
description,IIN,"IntriCon Corp, along with its subsidiaries, is engaged in designing, developing, engineering and manufacturing body-worn devices for medical bio-telemetry devices, value hearing health devices and professional audio communication devices."
exchange,IIN,NASDAQ Global Market
industry,IIN,Computer Hardware
sector,IIN,Technology
website,IIN,http://www.intricon.com
ceo,INCO,
companyName,INCO,Columbia India Consumer
description,INCO,"The investment seeks investment results that correspond to the price and yield performance of the Indxx India Consumer Index.
 The fund will invest at least 80% of its net assets in Indian consumer companies included in the index and the advisor generally expects to be substantially invested at such times, with at least 95% of its net assets invested in these securities. The index is a maximum 30-stock free-float adjusted market capitalization-weighted index designed to measure the market performance of companies in the consumer industry in India, as defined by Indxx's proprietary methodology. It is non-diversified."
exchange,INCO,NYSE Arca
industry,INCO,
sector,INCO,
website,INCO,http://www.egshares.com
ceo,INDL,
companyName,INDL,Direxion Daily MSCI India Bull 3x Shares
description,INDL,"The investment seeks daily investment results, before fees and expenses, of 300% of the daily performance of the MSCI India Index.
 The fund, under normal circumstances, invests at least 80% of its net assets (plus borrowing for investment purposes) in securities of the index, exchange-traded funds (""ETFs"") that track the index and other financial instruments that provide daily leveraged exposure to the index or ETFs that track the index. The index is designed to measure the performance of the large- and mid-capitalization segments of the Indian equity market, covering approximately 85% of the Indian equity universe. The fund is non-diversified."
exchange,INDL,NYSE Arca
industry,INDL,
sector,INDL,
website,INDL,http://www.direxioninvestments.com/
ceo,INDUU,Howard D. Morgan
companyName,INDUU,Industrea Acquisition Corp. Unit
description,INDUU,"Industrea Acquisition Corp is a newly organized blank check company formed for the purpose of effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization or similar business combination with one or more businesses."
exchange,INDUU,NASDAQ Capital Market
industry,INDUU,Conglomerates
sector,INDUU,Industrials
website,INDUU,
ceo,INTX,Michael R. Stanfield
companyName,INTX,Intersections Inc.
description,INTX,Intersections Inc provides subscription based consumer protection services that help consumers understand and monitor their credit profiles and other personal information and protect themselves against identity theft or fraud.
exchange,INTX,NASDAQ Global Market
industry,INTX,Business Services
sector,INTX,Industrials
website,INTX,http://www.intersections.com
ceo,IOO,
companyName,IOO,iShares Global 100
description,IOO,"The investment seeks to track the investment results of the S&P Global 100TM (the ""underlying index""), which is designed to measure the performance of the stocks of 100 large-capitalization global companies.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. It may invest the remainder of its assets in certain futures, options and swap contracts, cash and cash equivalents, as well as in securities not included in the underlying index, but which the advisor believes will help the fund track the underlying index."
exchange,IOO,NYSE Arca
industry,IOO,
sector,IOO,
website,IOO,http://www.ishares.com
ceo,IRMD,Roger Susi
companyName,IRMD,iRadimed Corporation
description,IRMD,"iRadimed Corp develops, manufactures, markets and distributes Magnetic Resonance Imaging compatible products to acute care facilities and outpatient imaging centers, both in the United States and internationally."
exchange,IRMD,NASDAQ Capital Market
industry,IRMD,Medical Devices
sector,IRMD,Healthcare
website,IRMD,http://www.iradimed.com
ceo,ISNS,Chad A. Stelzig
companyName,ISNS,Image Sensing Systems Inc.
description,ISNS,"Image Sensing Systems Inc develops and markets video and radar image processing products for use in traffic applications such as intersection control, highway, bridge and tunnel traffic management and traffic data collection."
exchange,ISNS,NASDAQ Capital Market
industry,ISNS,Application Software
sector,ISNS,Technology
website,ISNS,http://www.imagesensing.com
ceo,ITUS,Amit Kumar
companyName,ITUS,ITUS Corporation
description,ITUS,"ITUS Corp is engaged in developing a diagnostic platform called Cchek, for the early detection of tumor-based cancers."
exchange,ITUS,NASDAQ Capital Market
industry,ITUS,Medical Diagnostics & Research
sector,ITUS,Healthcare
website,ITUS,http://www.ituscorp.com
ceo,IWL,
companyName,IWL,iShares Russell Top 200
description,IWL,"The investment seeks to track the investment results of the Russell Top 200® Index, which measures the performance of the largest capitalization sector of the U.S. equity market.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents, including shares of money market funds advised by the advisor or its affiliates, as well as in securities not included in the underlying index, but which the advisor believes will help the fund track the underlying index."
exchange,IWL,NYSE Arca
industry,IWL,
sector,IWL,
website,IWL,http://www.ishares.com
ceo,IZRL,
companyName,IZRL,ARK Israel Innovative Technology
description,IZRL,"The investment seeks to provide investment results that closely correspond, before fees and expenses, to the performance of the ARK Israeli Innovation Index (""index"").
 The fund normally invests at least 80% of its total assets in securities that are included in the fund's benchmark index, depositary receipts representing securities included in the index or underlying stocks in respect of depositary receipts included in the index. The index includes equity securities and depositary receipts of exchange listed companies that are incorporated and/or domiciled in Israel (""Israeli Companies""). The fund is non-diversified."
exchange,IZRL,BATS Exchange
industry,IZRL,
sector,IZRL,
website,IZRL,http://www.ark-funds.com
ceo,JHA,Cedric H. Antosiewicz
companyName,JHA,Nuveen High Income December 2018 Target Term Fund
description,JHA,"Nuveen High Income Dec 2018 Target Term is a diversified, closed-end management investment company. Its investment objective is to provide a high level of current income & return the original net asset value per common share on or about December 1, 2018."
exchange,JHA,New York Stock Exchange
industry,JHA,Asset Management
sector,JHA,Financial Services
website,JHA,https://www.nuveen.com
ceo,JJC,
companyName,JJC,iPath Bloomberg Copper Subindex Total Return Sub-Index ETN
description,JJC,"The investment seeks to provide investors with exposure to the Dow Jones-UBS Copper Subindex Total ReturnService Mark. 
The Dow Jones-UBS Copper Subindex Total ReturnService Mark (the ""index"") reflects the returns that are potentially available through an unleveraged investment in the futures contracts on copper. The index currently consists of one futures contract on the commodity of copper (currently the Copper High Grade futures contract traded on the COMEX) which is included in the Dow Jones-UBS Commodity Index Total ReturnService Mark."
exchange,JJC,NYSE Arca
industry,JJC,
sector,JJC,
website,JJC,http://www.barclaysinvestments.co.uk
